week_monday,company_id,ticker,simple_mean_stance,n_articles,n_days_covered,has_data
2016-01-11,157,ABNB,-0.951095,1.0,1.0,True
2016-01-18,157,ABNB,0.30342025,3.0,2.0,True
2016-02-01,157,ABNB,-0.634736,2.0,2.0,True
2016-02-08,157,ABNB,-0.185109,2.0,1.0,True
2016-02-15,157,ABNB,-0.3861778333333333,5.0,2.0,True
2016-02-22,157,ABNB,-0.61872375,3.0,2.0,True
2016-03-07,157,ABNB,-0.928159,1.0,1.0,True
2016-03-14,157,ABNB,0.2363927499999999,3.0,2.0,True
2016-03-21,157,ABNB,-0.002871,1.0,1.0,True
2016-03-28,157,ABNB,-0.1392555,5.0,4.0,True
2016-04-11,157,ABNB,0.2557485,2.0,2.0,True
2016-04-18,157,ABNB,-0.3867543,7.0,5.0,True
2016-04-25,157,ABNB,-0.845565,1.0,1.0,True
2016-05-02,157,ABNB,0.211974375,8.0,4.0,True
2016-05-09,157,ABNB,0.435625,1.0,1.0,True
2016-05-16,157,ABNB,-0.0416176666666667,3.0,3.0,True
2016-05-23,157,ABNB,-0.3921654999999999,5.0,3.0,True
2016-05-30,157,ABNB,-0.394634,1.0,1.0,True
2016-06-06,157,ABNB,-0.332041125,10.0,4.0,True
2016-06-13,157,ABNB,0.279210738095238,10.0,3.0,True
2016-06-20,157,ABNB,-0.3404753333333333,3.0,3.0,True
2016-06-27,157,ABNB,-0.4206525515151515,25.0,5.0,True
2016-07-04,157,ABNB,-0.594346,2.0,2.0,True
2016-07-11,157,ABNB,0.0860870555555555,6.0,3.0,True
2016-07-18,157,ABNB,0.1053937777777778,8.0,3.0,True
2016-07-25,157,ABNB,-0.4306483749999999,6.0,4.0,True
2016-08-01,157,ABNB,0.269083,8.0,4.0,True
2016-08-08,157,ABNB,0.1277210555555555,10.0,6.0,True
2016-08-22,157,ABNB,0.2311504583333333,7.0,4.0,True
2016-08-29,157,ABNB,0.088276,3.0,2.0,True
2016-09-05,157,ABNB,-0.93674,1.0,1.0,True
2016-09-12,157,ABNB,-0.1149775,2.0,2.0,True
2016-09-19,157,ABNB,0.265465375,11.0,4.0,True
2016-10-03,157,ABNB,-0.43292925,3.0,2.0,True
2016-10-10,157,ABNB,0.1873973333333333,3.0,3.0,True
2016-10-17,157,ABNB,-0.091470025,9.0,4.0,True
2016-10-24,157,ABNB,-0.237217625,7.0,4.0,True
2016-10-31,157,ABNB,-0.0014429999999999,2.0,2.0,True
2016-11-07,157,ABNB,-0.78914225,3.0,2.0,True
2016-11-14,157,ABNB,0.2048914722222222,12.0,6.0,True
2016-11-21,157,ABNB,-0.0929558333333333,6.0,3.0,True
2016-11-28,157,ABNB,-0.3689754375,16.0,4.0,True
2016-12-05,157,ABNB,-0.6398646666666666,5.0,3.0,True
2016-12-12,157,ABNB,0.2759186666666666,7.0,5.0,True
2016-12-19,157,ABNB,0.100879,2.0,1.0,True
2016-12-26,157,ABNB,-0.7471675,2.0,2.0,True
2017-01-02,157,ABNB,0.3610454999999999,4.0,2.0,True
2017-01-09,157,ABNB,0.1093833333333333,3.0,3.0,True
2017-01-16,157,ABNB,-0.8141475,2.0,1.0,True
2017-01-23,157,ABNB,0.300556,9.0,4.0,True
2017-01-30,157,ABNB,0.349613,1.0,1.0,True
2017-02-06,157,ABNB,0.58192,3.0,2.0,True
2017-02-13,157,ABNB,-0.1814373666666666,10.0,5.0,True
2017-02-20,157,ABNB,-0.125459,3.0,3.0,True
2017-02-27,157,ABNB,0.136477,1.0,1.0,True
2017-03-06,157,ABNB,0.0688048666666666,17.0,5.0,True
2017-03-13,157,ABNB,-0.0299703333333333,4.0,3.0,True
2017-03-20,157,ABNB,0.4115536071428571,13.0,4.0,True
2017-03-27,157,ABNB,-0.4635638333333333,4.0,3.0,True
2017-04-03,157,ABNB,-0.1687555,3.0,2.0,True
2017-04-10,157,ABNB,-0.1794504444444444,5.0,3.0,True
2017-04-17,157,ABNB,0.1096174999999999,3.0,2.0,True
2017-04-24,157,ABNB,-0.225316,1.0,1.0,True
2017-05-01,157,ABNB,-0.0093095666666666,12.0,3.0,True
2017-05-22,157,ABNB,-0.734963,1.0,1.0,True
2017-05-29,157,ABNB,-0.833678,1.0,1.0,True
2017-06-05,157,ABNB,0.5554115999999999,7.0,3.0,True
2017-06-12,157,ABNB,0.4101758333333333,6.0,3.0,True
2017-06-19,157,ABNB,0.5365323333333333,4.0,2.0,True
2017-06-26,157,ABNB,-0.447144,2.0,2.0,True
2017-07-03,157,ABNB,-0.20725675,3.0,2.0,True
2017-07-10,157,ABNB,0.665103,1.0,1.0,True
2017-07-17,157,ABNB,0.4070844999999999,2.0,2.0,True
2017-07-24,157,ABNB,0.2566166666666666,3.0,1.0,True
2017-07-31,157,ABNB,-0.2078,1.0,1.0,True
2017-08-07,157,ABNB,-0.8209934999999999,2.0,2.0,True
2017-08-14,157,ABNB,0.441141,1.0,1.0,True
2017-08-21,157,ABNB,0.1535051666666666,4.0,2.0,True
2017-09-11,157,ABNB,0.669509,1.0,1.0,True
2017-10-09,157,ABNB,-0.152771,2.0,1.0,True
2017-10-23,157,ABNB,-0.27912548,9.0,5.0,True
2017-10-30,157,ABNB,-0.6037798333333334,4.0,3.0,True
2017-11-06,157,ABNB,0.0281376666666666,3.0,3.0,True
2017-11-13,157,ABNB,-0.00142286875,16.0,4.0,True
2017-11-27,157,ABNB,0.1754505,4.0,1.0,True
2017-12-04,157,ABNB,0.417559,1.0,1.0,True
2017-12-11,157,ABNB,-0.1648665,4.0,3.0,True
2017-12-18,157,ABNB,0.5897356666666667,3.0,1.0,True
2017-12-25,157,ABNB,0.029391,1.0,1.0,True
2018-01-01,157,ABNB,-0.1421892916666666,7.0,2.0,True
2018-01-08,157,ABNB,0.04951,2.0,2.0,True
2018-01-15,157,ABNB,-0.3042526666666666,8.0,4.0,True
2018-01-29,157,ABNB,-0.5793603916666668,23.0,4.0,True
2018-02-05,157,ABNB,-0.7467605,4.0,3.0,True
2018-02-12,157,ABNB,0.4440578333333334,5.0,3.0,True
2018-02-19,157,ABNB,0.17753915,18.0,4.0,True
2018-02-26,157,ABNB,-0.396254,2.0,2.0,True
2018-03-05,157,ABNB,-0.862594,1.0,1.0,True
2018-03-12,157,ABNB,0.1682046666666666,3.0,3.0,True
2018-03-19,157,ABNB,0.704302,1.0,1.0,True
2018-03-26,157,ABNB,-0.077926,2.0,1.0,True
2018-04-02,157,ABNB,-0.44462875,3.0,2.0,True
2018-04-09,157,ABNB,-0.0670215,2.0,2.0,True
2018-04-30,157,ABNB,-0.0738106666666666,4.0,2.0,True
2018-05-14,157,ABNB,0.1057358333333333,4.0,2.0,True
2018-05-21,157,ABNB,0.494288,1.0,1.0,True
2018-05-28,157,ABNB,-0.4883475,3.0,2.0,True
2018-06-04,157,ABNB,-0.4829368571428571,11.0,4.0,True
2018-06-11,157,ABNB,-0.4401436666666666,3.0,3.0,True
2018-06-18,157,ABNB,0.162815,1.0,1.0,True
2018-06-25,157,ABNB,-0.23140625,3.0,2.0,True
2018-07-02,157,ABNB,0.4510294999999999,4.0,2.0,True
2018-07-16,157,ABNB,-0.7058726527777778,13.0,4.0,True
2018-07-23,157,ABNB,0.764382,1.0,1.0,True
2018-07-30,157,ABNB,-0.711518,2.0,2.0,True
2018-08-06,157,ABNB,0.1248415,7.0,5.0,True
2018-08-13,157,ABNB,-0.3885466666666666,3.0,3.0,True
2018-08-20,157,ABNB,0.1144142222222222,5.0,3.0,True
2018-08-27,157,ABNB,-0.906875,1.0,1.0,True
2018-09-17,157,ABNB,0.5030475,3.0,2.0,True
2018-09-24,157,ABNB,-0.121321,2.0,1.0,True
2018-10-01,157,ABNB,0.143111,1.0,1.0,True
2018-10-08,157,ABNB,-0.252852,2.0,2.0,True
2018-10-15,157,ABNB,0.234296,1.0,1.0,True
2018-10-22,157,ABNB,-0.419191,3.0,2.0,True
2018-11-12,157,ABNB,-0.3047925,2.0,2.0,True
2018-11-19,157,ABNB,-0.3808310333333333,8.0,2.0,True
2018-11-26,157,ABNB,0.2291318333333333,4.0,2.0,True
2018-12-10,157,ABNB,-0.1570983888888889,6.0,3.0,True
2018-12-17,157,ABNB,-0.3194245,3.0,2.0,True
2018-12-31,157,ABNB,-0.4335216666666667,12.0,4.0,True
2019-01-07,157,ABNB,-0.739133,1.0,1.0,True
2019-01-14,157,ABNB,-0.1662163333333333,10.0,4.0,True
2019-01-21,157,ABNB,0.36003,2.0,1.0,True
2019-01-28,157,ABNB,-0.4015583333333333,4.0,2.0,True
2019-02-04,157,ABNB,-0.0954378,6.0,5.0,True
2019-02-11,157,ABNB,-0.908636,3.0,1.0,True
2019-02-18,157,ABNB,-0.219414,2.0,2.0,True
2019-02-25,157,ABNB,-0.16333775,3.0,2.0,True
2019-03-04,157,ABNB,-0.1604445892857142,24.0,4.0,True
2019-03-11,157,ABNB,-0.90354425,4.0,1.0,True
2019-03-18,157,ABNB,-0.4724403333333333,3.0,1.0,True
2019-03-25,157,ABNB,-0.424831,2.0,2.0,True
2019-04-01,157,ABNB,0.5111738571428571,15.0,2.0,True
2019-04-08,157,ABNB,-0.0530016071428571,19.0,4.0,True
2019-04-15,157,ABNB,0.2907503333333333,4.0,2.0,True
2019-04-22,157,ABNB,0.747573,1.0,1.0,True
2019-04-29,157,ABNB,0.0696919102564102,20.0,3.0,True
2019-05-06,157,ABNB,-0.132818,1.0,1.0,True
2019-05-13,157,ABNB,-0.2417409999999999,2.0,1.0,True
2019-05-20,157,ABNB,0.586475,1.0,1.0,True
2019-05-27,157,ABNB,0.1269965,2.0,1.0,True
2019-06-03,157,ABNB,0.454451,1.0,1.0,True
2019-06-24,157,ABNB,0.4215906666666666,4.0,2.0,True
2019-07-01,157,ABNB,0.121704,1.0,1.0,True
2019-07-08,157,ABNB,0.3669361666666667,4.0,2.0,True
2019-07-15,157,ABNB,0.115725,1.0,1.0,True
2019-07-29,157,ABNB,-0.974918,2.0,2.0,True
2019-08-05,157,ABNB,0.5129155,2.0,2.0,True
2019-08-12,157,ABNB,0.6780725,4.0,2.0,True
2019-08-19,157,ABNB,-0.13126,1.0,1.0,True
2019-08-26,157,ABNB,0.106593,1.0,1.0,True
2019-09-02,157,ABNB,0.231246,1.0,1.0,True
2019-09-16,157,ABNB,0.154174625,19.0,4.0,True
2019-09-30,157,ABNB,0.1089538333333333,7.0,3.0,True
2019-10-14,157,ABNB,-0.82590175,4.0,1.0,True
2019-10-21,157,ABNB,0.7187939999999999,2.0,1.0,True
2019-10-28,157,ABNB,0.047318,1.0,1.0,True
2019-11-04,157,ABNB,-0.5375205357142856,9.0,2.0,True
2019-11-11,157,ABNB,-0.1801955,2.0,2.0,True
2019-11-18,157,ABNB,-0.1231656111111111,19.0,6.0,True
2019-12-02,157,ABNB,-0.409916,5.0,4.0,True
2019-12-09,157,ABNB,0.2619138333333333,4.0,3.0,True
2019-12-16,157,ABNB,0.1204462,12.0,2.0,True
2019-12-23,157,ABNB,-0.8813303333333332,3.0,3.0,True
2019-12-30,157,ABNB,-0.609654,1.0,1.0,True
2020-01-06,157,ABNB,0.712084,1.0,1.0,True
2020-01-13,157,ABNB,0.877203,1.0,1.0,True
2020-01-27,157,ABNB,-0.2119254444444444,6.0,3.0,True
2020-02-10,157,ABNB,-0.3389905,9.0,3.0,True
2020-02-17,157,ABNB,-0.38693,2.0,2.0,True
2020-03-02,157,ABNB,-0.1054695,2.0,2.0,True
2020-03-09,157,ABNB,-0.6371165,4.0,3.0,True
2020-03-16,157,ABNB,-0.1522454,11.0,4.0,True
2020-03-23,157,ABNB,-0.2712642083333333,10.0,4.0,True
2020-03-30,157,ABNB,-0.4633483511904762,17.0,4.0,True
2020-04-06,157,ABNB,0.2125860928571428,19.0,5.0,True
2020-04-13,157,ABNB,-0.4440660833333333,7.0,3.0,True
2020-04-20,157,ABNB,-0.803183,1.0,1.0,True
2020-04-27,157,ABNB,-0.4958687499999999,4.0,4.0,True
2020-05-04,157,ABNB,-0.6195871533333334,52.0,5.0,True
2020-05-11,157,ABNB,-0.4317111999999999,9.0,5.0,True
2020-05-18,157,ABNB,-0.046351,1.0,1.0,True
2020-06-01,157,ABNB,-0.54125,1.0,1.0,True
2020-06-08,157,ABNB,0.3494473666666666,9.0,5.0,True
2020-06-22,157,ABNB,-0.0275573333333333,3.0,3.0,True
2020-06-29,157,ABNB,0.05923,1.0,1.0,True
2020-07-13,157,ABNB,0.1114349166666666,9.0,4.0,True
2020-07-27,157,ABNB,-0.086596,1.0,1.0,True
2020-08-10,157,ABNB,-0.3967779999999999,9.0,4.0,True
2020-08-17,157,ABNB,0.1677163015873015,22.0,3.0,True
2020-08-24,157,ABNB,-0.729171,1.0,1.0,True
2020-08-31,157,ABNB,-0.3077984333333333,8.0,3.0,True
2020-09-07,157,ABNB,0.451759,2.0,2.0,True
2020-09-14,157,ABNB,0.777044,1.0,1.0,True
2020-09-21,157,ABNB,-0.4781963333333333,3.0,1.0,True
2020-09-28,157,ABNB,-0.1606175625,11.0,4.0,True
2020-10-05,157,ABNB,-0.119594,4.0,4.0,True
2020-10-12,157,ABNB,0.117615,1.0,1.0,True
2020-10-19,157,ABNB,0.138642,1.0,1.0,True
2020-10-26,157,ABNB,0.2799306666666666,3.0,3.0,True
2020-11-02,157,ABNB,-0.1093921666666667,4.0,3.0,True
2020-11-09,157,ABNB,-0.2945806666666666,4.0,3.0,True
2020-11-16,157,ABNB,-0.1286965918584825,48.0,6.0,True
2020-11-23,157,ABNB,0.348438,1.0,1.0,True
2020-11-30,157,ABNB,0.3814157291666666,18.0,3.0,True
2020-12-07,157,ABNB,0.2699926243265993,66.0,6.0,True
2020-12-14,157,ABNB,-0.901489,1.0,1.0,True
2020-12-21,157,ABNB,-0.431715,2.0,2.0,True
2021-01-04,157,ABNB,0.624563,1.0,1.0,True
2021-01-11,157,ABNB,-0.935861,1.0,1.0,True
2021-02-08,157,ABNB,0.230866,2.0,1.0,True
2021-02-15,157,ABNB,0.834827,1.0,1.0,True
2021-02-22,157,ABNB,-0.0434539999999999,15.0,3.0,True
2021-03-01,157,ABNB,-0.0675473333333333,3.0,3.0,True
2021-03-15,157,ABNB,-0.0370366666666666,4.0,3.0,True
2021-03-22,157,ABNB,0.1610183333333333,3.0,1.0,True
2021-03-29,157,ABNB,0.017677,1.0,1.0,True
2021-04-12,157,ABNB,0.459496,2.0,2.0,True
2021-04-26,157,ABNB,0.345091,1.0,1.0,True
2021-05-10,157,ABNB,-0.0678532678571428,11.0,2.0,True
2021-05-17,157,ABNB,-0.79409675,3.0,2.0,True
2021-05-24,157,ABNB,-0.2034605,2.0,2.0,True
2021-06-14,157,ABNB,0.604319,1.0,1.0,True
2021-06-28,157,ABNB,-0.6767636666666667,3.0,1.0,True
2021-07-05,157,ABNB,-0.917581,2.0,1.0,True
2021-07-26,157,ABNB,-0.956187,1.0,1.0,True
2021-08-02,157,ABNB,0.277641,1.0,1.0,True
2021-08-09,157,ABNB,-0.2838585,8.0,2.0,True
2021-09-20,157,ABNB,0.3346105,2.0,1.0,True
2021-09-27,157,ABNB,0.854534,1.0,1.0,True
2021-11-01,157,ABNB,0.4895601666666667,15.0,5.0,True
2021-11-08,157,ABNB,0.335048,3.0,2.0,True
2022-01-03,157,ABNB,-0.8077716666666667,3.0,3.0,True
2022-01-17,157,ABNB,0.167177,1.0,1.0,True
2022-01-31,157,ABNB,0.034182,1.0,1.0,True
2022-02-14,157,ABNB,0.7400178749999999,6.0,2.0,True
2022-02-21,157,ABNB,0.764772,2.0,1.0,True
2022-02-28,157,ABNB,-0.1346409285714285,8.0,2.0,True
2022-04-11,157,ABNB,0.341256,1.0,1.0,True
2022-04-18,157,ABNB,0.422613,1.0,1.0,True
2022-05-02,157,ABNB,-0.2737214166666666,6.0,3.0,True
2022-05-09,157,ABNB,0.6595519999999999,2.0,2.0,True
2022-05-23,157,ABNB,-0.4488715514705882,21.0,2.0,True
2022-05-30,157,ABNB,-0.917526,1.0,1.0,True
2022-06-06,157,ABNB,-0.284826,1.0,1.0,True
2022-06-13,157,ABNB,-0.87128,1.0,1.0,True
2022-06-27,157,ABNB,-0.2142763333333333,5.0,2.0,True
2022-07-04,157,ABNB,-0.1358035,2.0,1.0,True
2022-07-11,157,ABNB,-0.887235,1.0,1.0,True
2022-07-18,157,ABNB,-0.3001424,7.0,3.0,True
2022-08-01,157,ABNB,0.2085271388888889,13.0,4.0,True
2022-09-05,157,ABNB,0.336673,3.0,2.0,True
2022-09-19,157,ABNB,-0.40572425,3.0,2.0,True
2022-09-26,157,ABNB,0.202728,1.0,1.0,True
2022-10-17,157,ABNB,-0.024828,1.0,1.0,True
2022-10-24,157,ABNB,-0.284445,2.0,1.0,True
2022-10-31,157,ABNB,0.2360333888888889,11.0,3.0,True
2022-11-07,157,ABNB,-0.502471,2.0,2.0,True
2022-11-14,157,ABNB,0.2644904999999999,4.0,3.0,True
2022-11-28,157,ABNB,0.5132833333333333,5.0,3.0,True
2022-12-05,157,ABNB,-0.143116,4.0,4.0,True
2022-12-19,157,ABNB,-0.058808,3.0,2.0,True
2022-12-26,157,ABNB,-0.2375475,2.0,2.0,True
2023-01-23,157,ABNB,-0.659456,1.0,1.0,True
2023-01-30,157,ABNB,0.844858,1.0,1.0,True
2023-02-13,157,ABNB,0.4351673756613756,17.0,3.0,True
2023-02-27,157,ABNB,-0.8159632499999999,6.0,3.0,True
2023-03-06,157,ABNB,-0.586109,3.0,2.0,True
2023-04-03,157,ABNB,-0.9219245,2.0,2.0,True
2023-04-24,157,ABNB,-0.889079,1.0,1.0,True
2023-05-01,157,ABNB,0.75666075,5.0,2.0,True
2023-05-08,157,ABNB,-0.1944740666666666,11.0,3.0,True
2023-05-15,157,ABNB,0.658338,1.0,1.0,True
2023-05-29,157,ABNB,-0.4226749999999999,11.0,3.0,True
2023-06-05,157,ABNB,0.170796,2.0,2.0,True
2023-06-12,157,ABNB,-0.438425,1.0,1.0,True
2023-06-19,157,ABNB,0.6466540000000001,2.0,2.0,True
2023-06-26,157,ABNB,-0.4929630833333334,6.0,4.0,True
2023-07-17,157,ABNB,0.716637,1.0,1.0,True
2023-07-31,157,ABNB,-0.2376821944444444,11.0,3.0,True
2023-08-07,157,ABNB,-0.77743975,3.0,2.0,True
2023-08-14,157,ABNB,-0.67416,1.0,1.0,True
2023-08-21,157,ABNB,-0.234379,2.0,2.0,True
2023-09-04,157,ABNB,-0.2979170625,8.0,4.0,True
2023-09-11,157,ABNB,0.47233,1.0,1.0,True
2023-09-18,157,ABNB,-0.298447625,5.0,2.0,True
2023-10-02,157,ABNB,-0.3249789166666667,5.0,2.0,True
2023-10-09,157,ABNB,-0.4537676666666666,3.0,3.0,True
2023-10-16,157,ABNB,-0.9490158333333332,4.0,3.0,True
2023-10-30,157,ABNB,0.2182049285714285,8.0,2.0,True
2023-11-06,157,ABNB,-0.8953706666666666,4.0,3.0,True
2023-11-13,157,ABNB,-0.1948329375,8.0,4.0,True
2023-11-20,157,ABNB,-0.969474,1.0,1.0,True
2023-12-04,157,ABNB,0.2413576666666667,3.0,3.0,True
2023-12-11,157,ABNB,-0.1607585,3.0,2.0,True
2023-12-18,157,ABNB,-0.3480717499999999,11.0,4.0,True
2024-01-01,157,ABNB,-0.9471895,2.0,2.0,True
2024-02-12,157,ABNB,0.4034732,7.0,3.0,True
2024-04-01,157,ABNB,0.124258,1.0,1.0,True
2024-04-08,157,ABNB,-0.175736,1.0,1.0,True
2024-05-06,157,ABNB,-0.2440688888888889,7.0,3.0,True
2024-05-27,157,ABNB,-0.114371,1.0,1.0,True
2024-06-03,157,ABNB,-0.796236,1.0,1.0,True
2024-06-17,157,ABNB,-0.876779,1.0,1.0,True
2024-06-24,157,ABNB,-0.4201525,2.0,2.0,True
2024-07-08,157,ABNB,0.3896005,2.0,2.0,True
2024-07-29,157,ABNB,0.389804,1.0,1.0,True
2024-08-05,157,ABNB,-0.6098098476190477,13.0,3.0,True
2024-08-12,157,ABNB,-0.1478996666666666,3.0,1.0,True
2024-08-19,157,ABNB,-0.757462,1.0,1.0,True
2024-09-02,157,ABNB,0.2636774444444444,5.0,3.0,True
2024-10-14,157,ABNB,0.5384445,2.0,2.0,True
2024-10-21,157,ABNB,-0.195209,1.0,1.0,True
2024-11-04,157,ABNB,-0.7113233333333334,3.0,1.0,True
2024-12-02,157,ABNB,-0.887098,1.0,1.0,True
2025-01-13,157,ABNB,-0.2192124999999999,2.0,2.0,True
2025-01-27,157,ABNB,-0.839519,1.0,1.0,True
2025-02-10,157,ABNB,0.3731459642857143,11.0,2.0,True
2025-02-17,157,ABNB,-0.858407,1.0,1.0,True
2025-02-24,157,ABNB,0.527534,1.0,1.0,True
2025-04-21,157,ABNB,0.188049,2.0,1.0,True
2025-04-28,157,ABNB,0.0553929999999999,7.0,2.0,True
2025-05-05,157,ABNB,-0.971624,1.0,1.0,True
2025-05-12,157,ABNB,0.70886975,3.0,2.0,True
2025-05-19,157,ABNB,-0.2245024666666666,11.0,3.0,True
2025-05-26,157,ABNB,-0.970303,1.0,1.0,True
2025-06-02,157,ABNB,-0.674192,1.0,1.0,True
2025-06-09,157,ABNB,0.821468,1.0,1.0,True
2025-06-16,157,ABNB,-0.45212,1.0,1.0,True
2025-06-23,157,ABNB,-0.6613456666666667,3.0,3.0,True
2025-07-14,157,ABNB,-0.917185,1.0,1.0,True
2025-07-28,157,ABNB,-0.950726,1.0,1.0,True
2025-08-04,157,ABNB,-0.2544416785714286,16.0,4.0,True
2025-08-11,157,ABNB,0.5676865,2.0,2.0,True
2025-09-01,157,ABNB,-0.950142,1.0,1.0,True
2025-09-08,157,ABNB,0.5947315,3.0,2.0,True
2025-09-22,157,ABNB,-0.157065,1.0,1.0,True
2025-10-06,157,ABNB,-0.897489,1.0,1.0,True
2025-10-13,157,ABNB,-0.8114345000000001,2.0,1.0,True
2025-10-20,157,ABNB,0.886523,1.0,1.0,True
2025-11-03,157,ABNB,0.7714285357142857,9.0,2.0,True
2025-11-10,157,ABNB,0.472838,1.0,1.0,True
2025-11-17,157,ABNB,-0.169517,1.0,1.0,True
2025-12-15,157,ABNB,-0.9462835,2.0,1.0,True
2015-01-12,4,AMZN,0.2733055,4.0,3.0,True
2015-01-19,4,AMZN,0.3985605555555556,6.0,3.0,True
2015-01-26,4,AMZN,0.49803375,3.0,2.0,True
2015-03-02,4,AMZN,-0.245863,1.0,1.0,True
2015-03-09,4,AMZN,0.053996,2.0,1.0,True
2015-03-16,4,AMZN,0.6303705,4.0,1.0,True
2015-03-23,4,AMZN,-0.00494,4.0,3.0,True
2015-03-30,4,AMZN,0.019287,1.0,1.0,True
2015-04-06,4,AMZN,0.1236993611111111,10.0,3.0,True
2015-04-13,4,AMZN,0.1790519999999999,4.0,2.0,True
2015-04-20,4,AMZN,0.4013807083333334,9.0,6.0,True
2015-04-27,4,AMZN,0.6805,1.0,1.0,True
2015-05-04,4,AMZN,-0.457201,1.0,1.0,True
2015-05-18,4,AMZN,0.0853583333333333,6.0,1.0,True
2015-05-25,4,AMZN,0.2064819444444444,8.0,3.0,True
2015-06-01,4,AMZN,0.6942915000000001,2.0,2.0,True
2015-06-08,4,AMZN,-0.5093995416666667,9.0,4.0,True
2015-06-15,4,AMZN,0.3120453333333333,3.0,1.0,True
2015-06-22,4,AMZN,-0.307434,2.0,1.0,True
2015-06-29,4,AMZN,0.3083782166666666,12.0,4.0,True
2015-07-06,4,AMZN,0.038067,2.0,2.0,True
2015-07-13,4,AMZN,0.3391585,2.0,1.0,True
2015-07-20,4,AMZN,0.0466683124999999,12.0,4.0,True
2015-07-27,4,AMZN,0.318024375,5.0,4.0,True
2015-08-10,4,AMZN,0.768571,1.0,1.0,True
2015-08-17,4,AMZN,0.118303,1.0,1.0,True
2015-08-24,4,AMZN,-0.080367,1.0,1.0,True
2015-08-31,4,AMZN,0.2727839166666667,8.0,4.0,True
2015-09-07,4,AMZN,-0.7887014999999999,2.0,2.0,True
2015-09-14,4,AMZN,0.4778078,9.0,5.0,True
2015-09-21,4,AMZN,-0.492095,2.0,2.0,True
2015-09-28,4,AMZN,-0.0641594444444444,5.0,3.0,True
2015-10-05,4,AMZN,-0.1118184999999999,4.0,3.0,True
2015-10-12,4,AMZN,0.248086,2.0,2.0,True
2015-10-19,4,AMZN,0.3636144428571429,17.0,7.0,True
2015-10-26,4,AMZN,-0.0111709999999999,2.0,2.0,True
2015-11-02,4,AMZN,0.137256,2.0,1.0,True
2015-11-09,4,AMZN,0.7312095,2.0,2.0,True
2015-11-16,4,AMZN,0.448246,2.0,2.0,True
2015-11-23,4,AMZN,0.3374405,2.0,2.0,True
2015-11-30,4,AMZN,0.139877,2.0,2.0,True
2015-12-07,4,AMZN,0.112099,1.0,1.0,True
2015-12-14,4,AMZN,0.6560518333333333,4.0,3.0,True
2015-12-21,4,AMZN,0.4668641111111111,5.0,3.0,True
2015-12-28,4,AMZN,0.293411,3.0,3.0,True
2016-01-11,4,AMZN,-0.0155855833333333,10.0,4.0,True
2016-01-18,4,AMZN,0.2501803333333333,4.0,2.0,True
2016-01-25,4,AMZN,-0.34497125,13.0,5.0,True
2016-02-01,4,AMZN,-0.980767,1.0,1.0,True
2016-02-08,4,AMZN,0.4749438777777777,18.0,4.0,True
2016-02-15,4,AMZN,0.5136142666666667,12.0,3.0,True
