ticker,week_monday,weekly_log_return,n_trading_days,week_close,week_open,flag_short_week,flag_extreme
MCD,2019-05-20,-0.007776603753879563,5,24.0264377594,24.2140102386,False,False
MCD,2019-05-27,-0.057701160383891725,4,22.6793231964,23.7877140045,False,False
MCD,2019-06-03,0.03975389281213326,5,23.5990753174,22.7475299835,False,False
MCD,2019-06-10,0.01835562212185815,5,24.0362510681,24.0619697571,False,False
MCD,2019-06-17,0.0028492329022293816,5,24.1048336029,23.9419612885,False,False
MCD,2019-06-24,0.030814810848466045,5,24.8591823578,23.9848175049,False,False
MCD,2019-07-01,0.008925572266223814,4,25.0820579529,25.2192058563,False,False
MCD,2019-07-08,0.006472359472974976,5,25.2449245453,25.0306224823,False,False
MCD,2019-07-15,-0.0016991354009352477,5,25.2020664215,25.0477676392,False,False
MCD,2019-07-22,0.04554534190624926,5,26.3764438629,25.3477916718,False,False
MCD,2019-07-29,-0.04622595673553098,5,25.1849193573,26.1621456146,False,False
MCD,2019-08-05,-0.03639279090114611,5,24.2848472595,24.0705413818,False,False
MCD,2019-08-12,-0.04697399408567371,5,23.1704692841,23.6933708191,False,False
MCD,2019-08-19,-0.020935440330407395,5,22.6904277802,23.3762016296,False,False
MCD,2019-08-26,0.0385378383758983,5,23.5819358826,22.9561653137,False,False
MCD,2019-09-02,0.014534511585923227,4,23.9271907806,23.1876106262,False,False
MCD,2019-09-09,0.08433315993636636,5,26.0325756073,24.7037658691,False,False
MCD,2019-09-16,-0.01941162825947762,5,25.5321140289,25.9980602264,False,False
MCD,2019-09-23,-0.008143823516842286,5,25.3250293732,25.4717140198,False,False
MCD,2019-09-30,-0.03396030151832319,5,24.4794235229,25.169713974,False,False
MCD,2019-10-07,0.018855314164602177,5,24.9453697205,24.427652359,False,False
MCD,2019-10-14,0.04860897880775328,5,26.1878929138,25.1438217163,False,False
MCD,2019-10-21,0.04415077040142279,5,27.3700122833,26.7660121918,False,False
MCD,2019-10-28,0.002519025470807623,5,27.4390449524,27.4735546112,False,False
MCD,2019-11-04,0.04488908006589876,5,28.6988220215,27.9567584991,False,False
MCD,2019-11-11,-0.009971225039312248,5,28.4140815735,28.6297893524,False,False
MCD,2019-11-18,0.007562909163127518,5,28.6297893524,28.4399623871,False,False
MCD,2019-11-25,0.00421024001864323,4,28.7505817413,28.8800239563,False,False
MCD,2019-12-02,0.015894546782020402,5,29.2112102509,28.8455162048,False,False
MCD,2019-12-09,0.022611377771696528,5,29.879240036,29.0723953247,False,False
MCD,2019-12-16,0.014985718796510117,5,30.330373764,30.1048107147,False,False
MCD,2019-12-23,0.011093978946064453,4,30.6687316895,30.5125656128,False,False
MCD,2019-12-30,-0.012811605638147316,4,30.2783222198,30.495218277,False,False
MCD,2020-01-06,-0.004595109085809401,5,30.139509201,30.2349491119,False,False
MCD,2020-01-13,-0.0008636931714334217,5,30.113489151,30.417137146,False,False
MCD,2020-01-20,-0.03428930105603367,4,29.0984210968,29.7230758667,False,False
MCD,2020-01-27,-0.021395923635352698,5,28.4824466705,28.4997940063,False,False
MCD,2020-02-03,0.05279997986480689,5,30.0267295837,28.6039123535,False,False
MCD,2020-02-10,0.006910539544965566,5,30.2349491119,30.0961284637,False,False
MCD,2020-02-17,-0.014160251427507653,4,29.8098316193,29.731754303,False,False
MCD,2020-02-24,-0.18698880702332366,5,24.7258548737,28.3956928253,False,True
MCD,2020-03-02,-0.09666373493017266,5,22.4476451874,25.4806442261,False,False
MCD,2020-03-09,-0.06218162197534083,5,21.0943260193,19.1472873688,False,False
